CASE_ID,FARM_ID,member_id,relation_type,other_relation,house_head,sex,age,highest_edu,bank_status,socialmedia,current_location,current_status,status_2021,current_monthly_income,monthly_income_2021
4759139,3944,1,1,,Yes,Male,31,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4759139,3944,2,Spouse,,No,Female,28,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4759183,3197,1,1,,Yes,Male,64,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,2000 to 5000 UAH
4759183,3197,2,Spouse,,No,Female,63,"Secondary special, incomplete higher (technical school, college)",No,Yes,This village,Pensioner,Pensioner,2000 to 5000 UAH,Up to 2 000 UAH
4759204,664,1,1,,Yes,Male,40,Higher (master degree or PhD),Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",,2000 to 5000 UAH
4759204,664,2,Spouse,,No,Female,37,Higher (master degree or PhD),Yes,Yes,Abroad,Unemployed (seeking for job),Employed by an employer (in the private or public sector),No income,5000 to 10000 UAH
4759299,1889,1,1,,Yes,Male,47,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,10000 to 15000 UAH
4759299,1889,2,Spouse,,No,Female,46,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4759299,1889,3,Daughter/Son,,No,Female,21,Base higher (bachelor degree),Yes,Yes,This village,Student,Student,No income,No income
4759490,1327,1,1,,Yes,Male,46,Higher (master degree or PhD),,Yes,This village,Employed by an employer (in the private or public sector),Unemployed (seeking for job),,
4759637,3171,1,1,,Yes,Male,49,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4759637,3171,2,Spouse,,Yes,Female,45,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4759637,3171,3,Daughter/Son,,Yes,Male,27,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4759637,3171,4,Other (specify),daughter-in-law,Yes,Female,27,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4759861,3653,1,1,,Yes,Male,35,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,
4759861,3653,2,Spouse,,No,Female,35,Higher (master degree or PhD),No,No,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),,
4759870,2695,1,1,,Yes,Male,41,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4759870,2695,2,Mother/Farther,,No,Female,67,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4759922,4403,1,1,,Yes,Male,56,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,5000 to 10000 UAH
4759922,4403,2,Spouse,,Yes,Female,47,Base higher (bachelor degree),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",Up to 2 000 UAH,2000 to 5000 UAH
4759922,4403,3,Daughter/Son,,No,Female,21,Complete secondary school,No,Yes,This village,Student,Student,No income,No income
4759922,4403,4,Daughter/Son,,No,Female,19,Complete secondary school,No,Yes,This village,Student,Student,No income,No income
4759972,4450,1,1,,Yes,Male,50,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,5000 to 10000 UAH
4759972,4450,2,Spouse,,No,Female,45,"Secondary special, incomplete higher (technical school, college)",No,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,2000 to 5000 UAH
4759972,4450,3,Daughter/Son,,No,Male,24,Higher (master degree or PhD),No,Yes,Different Oblast,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,5000 to 10000 UAH
4760392,3441,1,1,,No,Female,48,Higher (master degree or PhD),No,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,More than 15000 UAH
4760392,3441,2,Spouse,,Yes,Male,51,"Vocational school (PTU, lyceum)",No,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,5000 to 10000 UAH
4760392,3441,3,Daughter/Son,,No,Male,25,Higher (master degree or PhD),No,Yes,Different Rayon in the same Oblast,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,More than 15000 UAH
4760396,2166,1,1,,Yes,Male,46,Some secondary school,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4760396,2166,2,Spouse,,No,Female,44,Complete secondary school,No,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4760396,2166,3,Daughter/Son,,No,Male,23,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Employed by an employer (in the private or public sector),,5000 to 10000 UAH,2000 to 5000 UAH
4760508,4919,1,1,,No,Female,62,Higher (master degree or PhD),Yes,Yes,This village,Pensioner,Pensioner,,5000 to 10000 UAH
4760508,4919,2,Spouse,,Yes,Male,63,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,10000 to 15000 UAH
4760577,4248,1,1,,Yes,Male,27,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,2000 to 5000 UAH
4760577,4248,2,Spouse,,Yes,Female,36,Complete secondary school,Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4760868,2136,1,1,,Yes,Female,64,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,2000 to 5000 UAH
4760868,2136,2,Spouse,,No,Male,65,Higher (master degree or PhD),Yes,No,This village,"Supporting members in the family enterprise, shop, farm","Supporting members in the family enterprise, shop, farm",2000 to 5000 UAH,Up to 2 000 UAH
4760868,2136,3,Daughter/Son,,No,Male,35,Higher (master degree or PhD),Yes,Yes,This village,"Supporting members in the family enterprise, shop, farm","Supporting members in the family enterprise, shop, farm",5000 to 10000 UAH,5000 to 10000 UAH
4762404,4445,1,1,,No,Female,55,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),More than 15000 UAH,More than 15000 UAH
4762404,4445,2,Spouse,,Yes,Male,54,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4762526,2633,1,1,,Yes,Male,53,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4762526,2633,2,Spouse,,No,Female,42,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",2000 to 5000 UAH,2000 to 5000 UAH
4762526,2633,3,Daughter/Son,,No,Male,18,Complete secondary school,Yes,Yes,This village,Student,Student,No income,No income
4762537,633,1,1,,No,Female,49,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),More than 15000 UAH,5000 to 10000 UAH
4762537,633,2,Spouse,,Yes,Male,48,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4762618,4037,1,1,,No,Male,28,,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4762618,4037,2,Sister/Brother,,No,Male,36,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4762618,4037,3,Mother/Farther,,Yes,Male,59,Higher (master degree or PhD),Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),2000 to 5000 UAH,2000 to 5000 UAH
4762618,4037,4,Mother/Farther,,No,Female,58,,Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4762618,4037,5,Spouse,,No,Female,26,Higher (master degree or PhD),Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",10000 to 15000 UAH,5000 to 10000 UAH
4762618,4037,6,Other (specify),sister's husband,No,Female,36,,Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4762635,1280,1,1,,No,Female,48,Base higher (bachelor degree),Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",10000 to 15000 UAH,10000 to 15000 UAH
